,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
1094,CJ Jordan (ENG),6,21,14*,10.50,0,5,2/29,30.40,0,2,0,-19.89,2020
1095,DJ Malan (ENG),6,213,66,42.60,0,,,,,,,,
1096,AU Rashid (ENG),6,4,3*,-,,,,,,,,,
1097,EJG Morgan (ENG),5,102,66,20.40,0,,,,,,,,
1098,Ashiqullah Said (Belg),4,7,4*,7.00,0,7,3/15,9.00,0,0,0,-1.99,2020
1099,A Ashokan (CZK-R),4,51,23,12.75,0,2,1/12,48.50,0,2,0,-35.74,2020
1100,J Barker (LUX),4,73,39,18.25,0,,,,,,,,
1101,SW Billings (ENG),4,43,26,14.33,0,,,,,,,,
1102,S Browne (LUX),4,41,21,10.25,0,,,,,,,,
1103,M Cope (LUX),4,10,6*,10.00,0,7,3/16,16.28,0,1,0,-6.28,2020
1104,WJ Cope (LUX),4,13,11,13.00,0,6,4/18,11.66,0,2,0,1.33,2020
1105,S Davizi (CZK-R),4,45,27,11.25,0,1,1/20,20.00,0,2,0,-8.74,2020
1106,K Gilham (CZK-R),4,3,2*,-,,,,,,,,,
1107,H Gori (CZK-R),4,106,38,26.50,0,3,2/22,28.33,0,1,0,-1.83,2020
1108,Khalid Ahmadi (Belg),4,39,25*,39.00,0,6,3/14,13.16,0,0,0,25.83,2020
1109,EB Knowles (CZK-R),4,32,17,10.66,0,,,,,,,,
1110,S Kushretha (LUX),4,37,28,12.33,0,1,1/27,102.00,0,2,0,-89.66,2020
1111,Mamoon Latif (Belg),4,41,25,10.25,0,1,1/14,14.00,0,3,0,-3.74,2020
1112,J Mees (LUX),4,124,67*,41.33,0,,,,,,,,
1113,NSK Mehta (Belg),4,,,,,,,,,,,,
1114,K Mendon (CZK-R),4,26,14,13.00,0,5,3/21,22.80,0,1,0,-9.79,2020
1115,Muhammad Muneeb (Belg),4,12,6,3.00,0,0,,,,,,,
1116,Murid Ekrami (Belg),4,4,3,4.00,0,2,1/8,33.00,0,3,0,-28.99,2020
1117,S Pokhriyal (CZK-R),4,30,15*,10.00,0,,,,,,,,
1118,Saber Zakhil (Belg),4,111,44,37.00,0,5,3/20,19.00,0,5,0,18.00,2020
1119,Sazzad Hosen (Belg),4,73,34,18.25,0,0,,,,,,,
1120,Shaheryar Butt (Belg),4,236,125*,118.00,1,,,,,,,,
1121,V Vijh (LUX),4,78,43,19.50,0,6,2/24,18.83,0,0,0,0.66,2020
1122,Wahidullah Usmani (Belg),4,122,72,30.50,0,,,,,,,,
1123,T Whiteman (LUX),4,84,36,42.00,0,,,,,,,,
1124,S Wickramasekara (CZK-R),4,75,60,18.75,0,3,2/24,41.66,0,0,0,-22.91,2020
1125,AC Agar (AUS),3,43,23,21.50,0,5,2/27,18.80,0,2,0,2.70,2020
1126,NN Akhter (MLT),3,,,,,,,,,,,,
1127,Amar Sharma (MLT),3,20,20,20.00,0,4,3/23,15.50,0,1,0,4.50,2020
1128,SE Aquilina (MLT),3,4,4,4.00,0,,,,,,,,
1129,JC Archer (ENG),3,,,,,,,,,,,,
1130,Babar Azam (PAK),3,77,56,38.50,0,,,,,,,,
1131,Bakhtiar Tahiri (BUL),3,30,29,15.00,0,2,2/38,28.50,0,0,0,-13.49,2020
1132,G Chaturvedi (MLT),3,52,32,26.00,0,,,,,,,,
1133,KC D'Souza (BUL),3,37,22*,37.00,0,,,,,,,,
1134,K Dasan (BUL),3,78,47,39.00,0,,,,,,,,
1135,IA De Silva (BUL),3,58,42,29.00,0,,,,,,,,
1136,Fakhar Zaman (PAK),3,37,36,18.50,0,,,,,,,,
1137,AJ Finch (AUS),3,125,46,41.66,0,,,,,,,,
1138,S Gajjar (CZK-R),3,16,14,8.00,0,,,,,,,,
1139,HS Gericke (MLT),3,114,91,57.00,0,,,,,,,,
1140,L Gregory (ENG),3,14,12,7.00,0,0,,,,,,,
1141,Haris Rauf (PAK),3,,,,,,,,,,,,
1142,Haroon Mughal (MLT),3,33,33,33.00,0,,,,,,,,
1143,Hilal Ahmad (CZK-R),3,13,7,4.33,0,,,,,,,,
1144,Imad Wasim (PAK),3,6,6*,-,,,,,,,,,
1145,H Ivanov (BUL),3,7,7,7.00,0,,,,,,,,
1146,S Jamil (Belg),3,5,5,1.66,0,,,,,,,,
1147,ST Kanakalil (MLT),3,13,13*,-,,,,,,,,,
1148,H Lakov (BUL),3,20,16,10.00,0,1,1/30,79.00,0,0,0,-68.99,2020
1149,S Mahmood (ENG),3,,,,,,,,,,,,
1150,P Malav (LUX),3,0,0,0.00,0,4,2/10,15.75,0,1,0,-15.74,2020
1151,GJ Maxwell (AUS),3,33,26,11.00,0,2,2/14,15.00,0,1,0,-3.99,2020
1152,P Mishra (BUL),3,8,7,4.00,0,2,2/28,34.50,0,2,0,-30.49,2020
1153,Mohammad Hafeez (PAK),3,155,86*,155.00,0,,,,,,,,
1154,Naveed Ahmed (CZK-R),3,2,2*,-,,,,,,,,,
1155,RB Patel (BUL),3,,,,,,,,,,,,
1156,Ravinder Singh (MLT),3,34,34,34.00,0,,,,,,,,
1157,S Rengarajan (CZK-R),3,8,6*,-,,,,,,,,,
1158,KW Richardson (AUS),3,,,,,,,,,,,,
1159,Shadab Khan (PAK),3,15,15,15.00,0,5,3/34,23.00,0,0,0,-7.99,2020
1160,Shaheen Shah Afridi (PAK),3,,,,,,,,,,,,
1161,Shoaib Malik (PAK),3,14,14,14.00,0,,,,,,,,
1162,SPD Smith (AUS),3,31,18,10.33,0,,,,,,,,
1163,SSM Stanislaus (MLT),3,42,26,42.00,0,,,,,,,,
1164,MA Starc (AUS),3,2,2*,-,,,,,,,,,
1165,MP Stoinis (AUS),3,84,35,42.00,0,,,,,,,,
1166,DV Varghese (BUL),3,3,3*,-,,,,,,,,,
1167,Waseem Abbas (MLT),3,20,20*,-,,,,,,,,,
1168,MA Wood (ENG),3,,,,,,,,,,,,
1169,A Zampa (AUS),3,,,,,,,,,,,,
1170,JC Buttler (ENG),2,121,77*,121.00,0,,,,,,,,
1171,AT Carey (AUS),2,3,2,1.50,0,,,,,,,,
1172,PJ Cummins (AUS),2,13,13*,-,,,,,,,,,
1173,M Dixit (LUX),2,2,2,2.00,0,1,1/15,26.00,0,1,0,-23.99,2020
1174,R Heyns (LUX),2,20,20,20.00,0,,,,,,,,
1175,Iftikhar Ahmed (PAK),2,8,8*,-,,,,,,,,,
1176,B Ivanov (BUL),2,21,21*,-,,,,,,,,,
1177,A Manepalli (LUX),2,14,8,7.00,0,,,,,,,,
1178,Mohammad Amir (PAK),2,,,,,,,,,,,,
1179,Mohammad Rizwan (PAK),2,,,,,,,,,,,,
1180,A Nanda (LUX),2,2,2,2.00,0,3,3/21,14.33,0,0,0,-12.33,2020
1181,Sulaiman Ali (BUL),2,28,16,14.00,0,2,2/27,28.00,0,1,0,-13.99,2020
1182,VP Thamotharam (MLT),2,29,24*,29.00,0,1,1/37,77.00,0,1,0,-47.99,2020
1183,DA Warner (AUS),2,58,58,29.00,0,,,,,,,,
1184,A Ahmadhel (BUL),1,8,8*,-,,,,,,,,,
1185,MJ Ansell (IOM),1,6,6,6.00,0,0,,,,,,,
1186,LJ Barker (GUE),1,,,,,,,,,,,,
1187,LT Bichard (GUE),1,,,,,,,,,,,,
1188,M Breban (GUE),1,,,,,,,,,,,,
1189,G Burrows (IOM),1,13,13,13.00,0,,,,,,,,
1190,JA Burrows (IOM),1,3,3,3.00,0,0,,,,,,,
1191,J Butler (GUE),1,37,37*,-,,,,,,,,,
1192,J Butler (IOM),1,,,,,,,,,,,,
1193,IDA Damarell (GUE),1,52,52,52.00,0,,,,,,,,
1194,JL Denly (ENG),1,29,29*,-,,,,,,,,,
1195,Fayaz Mohammad (BUL),1,5,5*,-,,,,,,,,,
1196,LB Ferbrache (GUE),1,0,0*,-,,,,,,,,,
1197,Haider Ali (PAK),1,54,54,54.00,0,,,,,,,,
1198,C Hartmann (IOM),1,6,6,6.00,0,,,,,,,,
1199,JR Hazlewood (AUS),1,,,,,,,,,,,,
1200,N Knights (IOM),1,9,9,9.00,0,,,,,,,,
1201,CJ Langford (IOM),1,8,8,8.00,0,1,1/17,17.00,0,0,0,-8.99,2020
1202,LC Le Tissier (GUE),1,8,8,8.00,0,2,2/17,8.50,0,0,0,-0.49,2020
1203,C Liebenberg (IOM),1,1,1,1.00,0,0,,,,,,,
1204,MR Marsh (AUS),1,39,39*,-,,,,,,,,,
1205,JC Martin (GUE),1,,,,,,,,,,,,
1206,A McAuley (IOM),1,43,43,43.00,0,,,,,,,,
1207,S Mills (IOM),1,1,1*,-,,,,,,,,,
1208,TW Nightingale (GUE),1,,,,,,,,,,,,
1209,WA Peatfield (GUE),1,,,,,,,,,,,,
1210,Sarfaraz Ahmed (PAK),1,,,,,,,,,,,,
1211,Sherul Mehta (Belg),1,14,14,14.00,0,,,,,,,,
1212,ACF Stokes (GUE),1,,,,,,,,,,,,
1213,S Vats (LUX),1,,,,,,,,,,,,
1214,MS Wade (AUS),1,14,14,14.00,0,,,,,,,,
1215,Wahab Riaz (PAK),1,,,,,,,,,,,,
1216,OJ Webster (IOM),1,5,5,5.00,0,,,,,,,,
1217,Zeeshan Khan (MLT),1,,,,,,,,,,,,
1218,Babar Azam (PAK),14,474,122,43.09,1,,,,,,,,
1219,RW Chakabva (ZIM),14,251,48,17.92,0,,,,,,,,
1220,LM Jongwe (ZIM),14,98,30*,16.33,0,26,4/18,15.38,0,1,0,0.94,2021
1221,W Madhevere (ZIM),14,332,73,23.71,0,2,2/11,65.00,0,5,0,-41.28,2021
1222,WP Masakadza (ZIM),14,34,19*,8.50,0,12,3/20,23.91,0,6,0,-15.41,2021
1223,Mohammad Hafeez (PAK),14,106,32,11.77,0,6,3/28,17.16,0,3,0,-5.38,2021
1224,Mohammad Rizwan (PAK),14,555,91*,92.50,0,,,,,,,,
1225,N Pooran (WI),14,242,62*,30.25,0,,,,,,,,
1226,T Shamsi (SA),14,0,0*,0.00,0,22,4/27,13.59,0,1,0,-13.59,2021
1227,Afif Hossain (BAN),13,205,49*,25.62,0,1,1/18,18.00,0,3,0,7.62,2021
1228,Amar Sharma (MLT),13,61,16,8.71,0,7,2/23,51.28,0,4,0,-42.57,2021
1229,Bilal Muhammad (MLT),13,102,30*,20.40,0,19,4/10,14.68,0,0,0,5.71,2021
1230,Fakhar Zaman (PAK),13,183,60,20.33,0,,,,,,,,
1231,CH Gayle (WI),13,198,67,19.80,0,2,1/1,28.00,0,3,0,-8.19,2021
1232,Mahmudullah (BAN),13,264,52,26.40,0,2,1/9,40.50,0,7,0,-14.09,2021
1233,AK Markram (SA),13,408,70,40.80,0,5,3/21,17.20,0,12,0,23.60,2021
1234,Mohammad Naim (BAN),13,267,63*,22.25,0,,,,,,,,
1235,Nurul Hasan (BAN),13,95,22*,11.87,0,,,,,,,,
1236,AD Russell (WI),13,176,51,25.14,0,10,3/43,26.70,0,3,0,-1.55,2021
1237,SSM Stanislaus (MLT),13,177,35,16.09,0,,,,,,,,
1238,VP Thamotharam (MLT),13,285,104*,25.90,1,9,2/22,29.22,0,3,0,-3.31,2021
1239,Waseem Abbas (MLT),13,47,14,7.83,0,24,5/37,13.37,1,1,0,-5.54,2021
1240,B Arora (MLT),12,299,66*,37.37,0,3,1/14,66.66,0,3,0,-29.29,2021
1241,DJ Bravo (WI),12,72,47*,24.00,0,14,4/19,15.50,0,7,0,8.50,2021
1242,RP Burl (ZIM),12,181,37*,30.16,0,8,3/22,22.87,0,9,0,7.29,2021
1243,R Ngarava (ZIM),12,13,11*,6.50,0,9,2/13,36.33,0,2,0,-29.83,2021
1244,Shakib Al Hasan (BAN),12,196,36,17.81,0,14,4/9,21.35,0,2,0,-3.53,2021
1245,Zeeshan Khan (MLT),12,181,47,15.08,0,,,,,,,,
1246,GF Linde (SA),11,70,22,8.75,0,13,3/23,20.53,0,5,0,-11.78,2021
1247,Mahedi Hasan (BAN),11,88,23,14.66,0,10,2/12,20.40,0,5,0,-5.73,2021
1248,T Marumani (ZIM),11,118,35,10.72,0,,,,,,,,
1249,Nasum Ahmed (BAN),11,5,3*,5.00,0,16,4/10,12.25,0,2,0,-7.24,2021
1250,HE van der Dussen (SA),11,214,56*,30.57,0,,,,,,,,
1251,F Akankwasa (UGA),10,38,19,7.60,0,8,3/11,15.00,0,0,0,-7.39,2021
1252,Q de Kock (SA),10,455,72,56.87,0,,,,,,,,
1253,Haris Rauf (PAK),10,6,6,3.00,0,10,2/18,26.00,0,2,0,-22.99,2021
1254,Hasan Ali (PAK),10,38,15*,19.00,0,15,4/18,14.93,0,2,0,4.06,2021
1255,MC Henriques (AUS),10,135,33,13.50,0,0,,,,,,,
1256,SO Hetmyer (WI),10,160,61,22.85,0,,,,,,,,
1257,H Klaasen (SA),10,136,50,22.66,0,,,,,,,,
1258,E Lewis (WI),10,329,79,36.55,0,,,,,,,,
1259,MR Marsh (AUS),10,375,75,37.50,0,8,3/24,13.62,0,5,0,23.87,2021
1260,Mustafizur Rahman (BAN),10,4,4,2.00,0,18,4/12,9.94,0,2,0,-7.94,2021
1261,DM Nakrani (UGA),10,73,38*,12.16,0,10,2/20,18.50,0,1,0,-6.33,2021
1262,Riazat Ali Shah (UGA),10,218,59,31.14,0,6,3/23,26.33,0,4,0,4.80,2021
1263,M Shumba (ZIM),10,191,66*,47.75,0,0,,,,,,,
1264,Usman Qadir (PAK),10,6,4,3.00,0,8,3/29,23.75,0,0,0,-20.74,2021
1265,MS Wade (AUS),10,129,33,12.90,0,,,,,,,,
1266,FA Allen (WI),9,105,34,35.00,0,6,2/18,34.66,0,10,0,0.33,2021
1267,PVD Chameera (SL),9,5,2*,1.66,0,11,4/17,17.27,0,1,0,-15.60,2021
1268,CR Ervine (ZIM),9,275,67*,34.37,0,,,,,,,,
1269,ADS Fletcher (WI),9,127,35,18.14,0,,,,,,,,
1270,PW Hasaranga (SL),9,46,15,5.75,0,12,4/9,18.41,0,2,0,-12.66,2021
1271,N Khanna (MLT),9,114,35*,19.00,0,,,,,,,,
1272,DA Miller (SA),9,217,75*,36.16,0,,,,,,,,
1273,B Muzarabani (ZIM),9,11,8,5.50,0,6,2/21,39.66,0,1,0,-34.16,2021
1274,RB Patel (UGA),9,138,35*,27.60,0,,,,,,,,
1275,KA Pollard (WI),9,101,51*,25.25,0,1,1/24,60.00,0,1,0,-34.74,2021
1276,K Rabada (SA),9,52,19*,-,,,,,,,,,
1277,R Satheesan (ROM),9,330,76,41.25,0,0,,,,,,,
1278,Shaheen Shah Afridi (PAK),9,9,7*,9.00,0,8,3/30,33.87,0,7,0,-24.87,2021
1279,MD Shanaka (SL),9,128,50,16.00,0,4,2/20,18.25,0,6,0,-2.24,2021
1280,LMP Simmons (WI),9,246,72,30.75,0,0,,,,,,,
1281,Soumya Sarkar (BAN),9,158,68,17.55,0,3,2/19,27.66,0,1,0,-10.11,2021
1282,H Ssenyondo (UGA),9,4,2*,2.00,0,10,4/14,16.30,0,0,0,-14.29,2021
1283,HR Walsh (WI),9,12,12*,-,,,,,,,,,
1284,A Zampa (AUS),9,8,4,2.00,0,9,2/20,27.00,0,2,0,-24.99,2021
1285,Abdul-Shakoor Rahimzei (GER),8,94,31,11.75,0,1,1/18,51.00,0,2,0,-39.24,2021
1286,J Albin (BUL),8,67,18*,22.33,0,4,1/9,30.25,0,1,0,-7.91,2021
1287,SE Aquilina (MLT),8,4,4*,-,,,,,,,,,
1288,A Balbirnie (IRE),8,137,36,17.12,0,,,,,,,,
1289,TC Barker (LUX),8,325,78,40.62,0,,,,,,,,
1290,T Bavuma (SA),8,161,72,20.12,0,,,,,,,,
1291,AT Carey (AUS),8,57,20*,8.14,0,,,,,,,,
1292,TL Chatara (ZIM),8,3,3*,3.00,0,8,2/23,28.12,0,1,0,-25.12,2021
1293,WJ Cope (LUX),8,63,38,12.60,0,4,1/25,49.50,0,2,0,-36.89,2021
1294,KC D'Souza (BUL),8,113,31,16.14,0,,,,,,,,
1295,IA De Silva (BUL),8,172,100*,24.57,1,,,,,,,,
1296,P Florin (ROM),8,7,3*,-,,,,,,,,,
1297,V Ganesan (GER),8,72,30,14.40,0,4,2/15,36.00,0,11,0,-21.59,2021
1298,SC Getkate (IRE),8,88,24,14.66,0,8,3/20,17.50,0,2,0,-2.83,2021
1299,Haroon Mughal (MLT),8,44,33,7.33,0,,,,,,,,
1300,JR Hazlewood (AUS),8,19,13*,9.50,0,12,3/12,16.75,0,0,0,-7.24,2021
1301,RR Hendricks (SA),8,259,69,37.00,0,0,,,,,,,
1302,H Lakov (BUL),8,249,68*,49.80,0,10,2/8,18.60,0,1,0,31.20,2021
1303,G Manan (ROM),8,131,40,16.37,0,,,,,,,,
1304,J Mees (LUX),8,206,50,25.75,0,,,,,,,,
1305,P Mishra (BUL),8,83,53,11.85,0,5,3/12,37.40,0,1,0,-25.54,2021
1306,Mohammad Saifuddin (BAN),8,27,19,9.00,0,11,3/12,18.90,0,4,0,-9.90,2021
1307,D Myers (ZIM),8,139,35,17.37,0,0,,,,,,,
1308,D Nikolov (BUL),8,21,14,4.20,0,2,2/23,42.00,0,5,0,-37.79,2021
1309,KJ O'Brien (IRE),8,150,60,18.75,0,,,,,,,,
1310,S Periyalwar (ROM),8,114,54*,38.00,0,,,,,,,,
1311,Saber Zakhil (Belg),8,231,100*,46.20,1,8,3/28,15.37,0,2,0,30.82,2021
1312,V Saini (ROM),8,37,16,12.33,0,8,4/12,24.62,0,3,0,-12.29,2021
1313,Sami Ullah (ROM),8,96,33,19.20,0,13,3/10,13.23,0,2,0,5.96,2021
1314,Saud Islam (UGA),8,230,75,32.85,0,,,,,,,,
1315,Shoriful Islam (BAN),8,0,0*,0.00,0,15,3/33,13.86,0,4,0,-13.86,2021
1316,H Singh (GER),8,176,68*,25.14,0,,,,,,,,
1317,PR Stirling (IRE),8,277,115*,39.57,1,2,2/12,27.50,0,3,0,12.07,2021
1318,Talha Khan (GER),8,140,51*,23.33,0,0,,,,,,,
1319,Taranjeet Singh (ROM),8,276,91,39.42,0,9,3/27,17.55,0,2,0,21.87,2021
1320,V Vijh (LUX),8,145,31,20.71,0,15,4/19,11.46,0,1,0,9.24,2021
1321,F Achelam (UGA),7,25,14,12.50,0,,,,,,,,
1322,AC Agar (AUS),7,38,27,6.33,0,4,1/17,42.00,0,6,0,-35.66,2021
1323,Khalid Zahid (SWE),7,84,47*,16.80,0,3,1/31,63.00,0,2,0,-46.19,2021
1324,Aqib Iqbal (Aut),7,26,12*,26.00,0,11,5/5,14.54,1,1,0,11.45,2021
1325,A Ashokan (CZK-R),7,151,55*,30.20,0,1,1/29,104.00,0,3,0,-73.79,2021
1326,SVE Bharathi (GER),7,2,2*,2.00,0,11,2/16,11.00,0,1,0,-8.99,2021
1327,A Bishnoi (MLT),7,4,3*,1.33,0,5,2/25,29.20,0,1,0,-27.86,2021
1328,W Boshoff (SWE),7,83,32,11.85,0,,,,,,,,
1329,VB Chikkannaiah (GER),7,158,81*,26.33,0,,,,,,,,
1330,DT Christian (AUS),7,91,39,22.75,0,2,2/17,40.50,0,1,0,-17.74,2021
1331,S Davizi (CZK-R),7,244,57,34.85,0,4,2/13,20.25,0,1,0,14.60,2021
1332,DM de Silva (SL),7,81,40*,16.20,0,0,,,,,,,
1333,Faheem Ashraf (PAK),7,45,30,9.00,0,5,3/17,28.40,0,3,0,-19.39,2021
1334,WIA Fernando (SL),7,78,26,11.14,0,,,,,,,,
1335,BC Fortuin (SA),7,13,8,6.50,0,9,3/16,15.00,0,3,0,-8.49,2021
1336,Ghulam Ahmadi (GER),7,11,11*,-,,,,,,,,,
1337,Gurdeep Singh (KENYA),7,145,44,24.16,0,2,2/16,15.00,0,3,0,9.16,2021
1338,JO Holder (WI),7,38,20,19.00,0,6,4/26,16.50,0,1,0,2.50,2021
1339,IA Karim (KENYA),7,160,67,32.00,0,,,,,,,,
1340,L Karlsson (SWE),7,13,13,6.50,0,5,3/38,26.60,0,3,0,-20.09,2021
1341,OC McCoy (WI),7,2,1*,2.00,0,14,4/22,12.57,0,1,0,-10.57,2021
1342,Mohammad Hasnain (PAK),7,0,0*,-,,,,,,,,,
1343,D Muhumuza (UGA),7,9,4*,4.50,0,3,2/29,29.33,0,2,0,-24.83,2021
1344,S Nadigotla (ROM),7,134,55,33.50,0,,,,,,,,
1345,Naveed Ahmed (CZK-R),7,55,21,18.33,0,6,3/17,24.33,0,3,0,-5.99,2021
1346,L Ngidi (SA),7,0,0,0.00,0,8,3/32,28.62,0,1,0,-28.62,2021
1347,SO Ngoche (KENYA),7,77,41*,25.66,0,9,2/9,11.55,0,2,0,14.11,2021
1348,B Niaz (Belg),7,28,20*,9.33,0,8,4/8,9.87,0,1,0,-0.54,2021
1349,NM Odhiambo (KENYA),7,54,19,13.50,0,,,,,,,,
1350,A Otwani (UGA),7,45,21,7.50,0,,,,,,,,
1351,RN Patel (KENYA),7,108,26,21.60,0,,,,,,,,
1352,Rahel Khan (SWE),7,133,37,19.00,0,1,1/16,53.00,0,2,0,-33.99,2021
1353,Razmal Shigiwal (Aut),7,206,70,41.20,0,2,2/28,27.00,0,2,0,14.20,2021
1354,Sahel Zadran (Aut),7,11,8,11.00,0,6,2/12,32.50,0,2,0,-21.49,2021
1355,Sahir Naqash (GER),7,57,17*,19.00,0,8,2/19,19.87,0,3,0,-0.87,2021
1356,Shadab Khan (PAK),7,43,36*,21.50,0,5,3/52,27.40,0,4,0,-5.89,2021
1357,Shamim Hossain (BAN),7,72,31*,14.40,0,0,,,,,,,
1358,Sheraz Sheikh (Belg),7,48,19*,12.00,0,7,3/22,15.14,0,3,0,-3.14,2021
1359,Simi Singh (IRE),7,38,28*,12.66,0,7,2/19,23.28,0,3,0,-10.61,2021
1360,M Simpson-Parker (Aut),7,190,65*,31.66,0,1,1/8,18.00,0,2,0,13.66,2021
1361,H Srinivasan (GER),7,20,15*,10.00,0,,,,,,,,
1362,AJ Turner (AUS),7,51,24,10.20,0,1,1/16,40.00,0,1,0,-29.79,2021
1363,A Venkatesh (SWE),7,174,54,24.85,0,9,3/13,14.66,0,3,0,10.19,2021
1364,S Wickramasekara (CZK-R),7,97,58,19.40,0,3,1/9,40.33,0,1,0,-20.93,2021
1365,MR Adair (IRE),6,31,15*,10.33,0,15,4/23,11.13,0,3,0,-0.79,2021
1366,S Adedeji (NGA),6,190,68,31.66,0,3,1/16,27.33,0,4,0,4.33,2021
1367,VD Adewoye (NGA),6,29,12,4.83,0,1,1/12,12.00,0,1,0,-7.16,2021
1368,Aftab Kayani (ROM),6,22,20,11.00,0,9,2/6,11.22,0,2,0,-0.22,2021
1369,P Aho (NGA),6,82,44*,27.33,0,3,1/15,51.00,0,0,0,-23.66,2021
1370,Ali Waqar (CZK-R),6,23,15,7.66,0,2,1/19,76.00,0,2,0,-68.33,2021
1371,AJ Ayannaike (NGA),6,46,18,7.66,0,,,,,,,,
1372,JM Bairstow (ENG),6,93,51,18.60,0,,,,,,,,
1373,J Barker (LUX),6,61,36*,30.50,0,,,,,,,,
1374,A Dananjaya (SL),6,3,2*,-,,,,,,,,,
1375,Dipanjan Dey (SWE),6,138,75*,34.50,0,,,,,,,,
1376,GH Dockrell (IRE),6,77,33*,25.66,0,0,,,,,,,
1377,AJ Hosein (WI),6,2,2*,-,,,,,,,,,
1378,C Karunaratne (SL),6,69,24*,34.50,0,1,1/34,89.00,0,1,0,-54.49,2021
1379,PK Langat (KENYA),6,2,2*,-,,,,,,,,,
1380,Litton Das (BAN),6,65,33,13.00,0,,,,,,,,
1381,LS Livingstone (ENG),6,190,103,47.50,1,2,1/8,36.00,0,3,0,11.50,2021
1382,DJ Malan (ENG),6,120,76,20.00,0,,,,,,,,
1383,JN Malan (SA),6,131,55,21.83,0,,,,,,,,
1384,P Malav (LUX),6,0,0*,-,,,,,,,,,
1385,K Mendon (CZK-R),6,109,45*,27.25,0,0,,,,,,,
1386,Mohameed Taiwo (NGA),6,58,19*,29.00,0,0,,,,,,,
1387,A Nortje (SA),6,4,4*,4.00,0,6,2/29,22.50,0,1,0,-18.49,2021
1388,AA Obanda (KENYA),6,112,37,28.00,0,,,,,,,,
1389,NN Odhiambo (KENYA),6,9,8,4.50,0,5,3/22,21.00,0,1,0,-16.49,2021
1390,CN Onwuzulike (NGA),6,94,54,15.66,0,,,,,,,,
1391,Qudratullah Mir Afzail (SWE),6,24,13*,8.00,0,4,3/28,23.75,0,1,0,-15.74,2021
1392,EB Ringera (KENYA),6,10,8,3.33,0,3,1/23,43.66,0,1,0,-40.33,2021
1393,Sharjeel Khan (PAK),6,46,20,15.33,0,,,,,,,,
1394,Sohaib Maqsood (PAK),6,52,19,13.00,0,,,,,,,,
1395,MA Starc (AUS),6,46,14,23.00,0,4,2/33,50.50,0,2,0,-27.49,2021
1396,P Useni (NGA),6,7,7*,-,,,,,,,,,
1397,S Vashisht (ROM),6,1,1,0.50,0,5,4/22,26.20,0,4,0,-25.69,2021
1398,K Waiswa (UGA),6,51,33,12.75,0,3,2/41,24.66,0,1,0,-11.91,2021
1399,T Whiteman (LUX),6,143,55*,35.75,0,,,,,,,,
1400,LB Williams (SA),6,4,2*,-,,,,,,,,,
1401,CA Young (IRE),6,33,22,11.00,0,4,2/15,44.00,0,0,0,-32.99,2021
1402,Aasif Sheikh (NEP),5,154,54*,38.50,0,,,,,,,,
1403,KD Abeyrathna (NOR),5,58,30,11.60,0,,,,,,,,
1404,DS Airee (NEP),5,147,60,73.50,0,1,1/7,26.00,0,2,0,47.50,2021
1405,D Ajekun (NGA),5,63,22,12.60,0,,,,,,,,
1406,M Akayezu (RWN),5,97,51,24.25,0,4,2/17,36.50,0,0,0,-12.24,2021
1407,MK Anafie (GHA),5,42,21,14.00,0,6,2/32,17.16,0,1,0,-3.16,2021
1408,Ashiqullah Said (Belg),5,10,9,5.00,0,6,3/21,17.66,0,1,0,-12.66,2021
1409,SKA Awiah (GHA),5,24,22,8.00,0,3,2/26,22.33,0,2,0,-14.33,2021
1410,KS Bagabena (GHA),5,5,3*,5.00,0,6,3/27,17.16,0,4,0,-12.16,2021
1411,Bakhtiar Tahiri (BUL),5,158,49,39.50,0,4,3/13,16.50,0,1,0,23.00,2021
1412,G Bakiweyem (GHA),5,1,1,1.00,0,6,3/28,19.66,0,2,0,-18.66,2021
1413,R Bakum (GHA),5,69,63,13.80,0,,,,,,,,
1414,B Bhandari (NEP),5,15,8,15.00,0,,,,,,,,
1415,P Bhart (NOR),5,2,2,2.00,0,4,1/21,27.00,0,1,0,-24.99,2021
1416,K Bhurtel (NEP),5,278,77,69.50,0,,,,,,,,
1417,Bilal Hassun (UGA),5,1,1,0.50,0,7,4/17,14.42,0,1,0,-13.92,2021
1418,KD Karthik (IND),21,210,55,21.00,0,0,,,,,,,
1419,B Kumar (IND),20,5,2,1.66,0,27,5/4,16.92,1,1,0,-15.25,2022
1420,HH Pandya (IND),19,436,71*,36.33,0,12,4/33,33.16,0,4,0,3.16,2022
1421,KC D'Souza (BUL),17,405,92*,33.75,0,3,2/29,33.66,0,7,0,0.08,2022
1422,IA De Silva (BUL),17,390,59,24.37,0,,,,,,,,
1423,H Lakov (BUL),17,326,61,25.07,0,19,3/21,27.42,0,12,0,-2.34,2022
1424,P Mishra (BUL),17,306,55,18.00,0,12,2/17,43.41,0,2,0,-25.41,2022
1425,Razmal Shigiwal (Aut),17,486,95*,37.38,0,,,,,,,,
1426,SA Yadav (IND),17,575,117,35.93,1,,,,,,,,
1427,LM Jongwe (ZIM),16,118,35,14.75,0,15,2/16,22.40,0,2,0,-7.64,2022
1428,RR Pant (IND),16,251,44,22.81,0,,,,,,,,
