,player,matches,runs,hs,batting_avg,_100,wkts,bb_inn,bowling_avg,_5w,catches_taken,stumping_made,avg_diff,season
1670,S Dhawan (IND),9,363,97,51.85,0,,,,,,,,
1671,A Dutt (NED),9,16,6*,3.20,0,7,2/55,52.85,0,1,0,-49.65,2022
1672,SA Edwards (NED),9,395,78,56.42,0,,,,,,,,
1673,MJ Guptill (NZ),9,305,115,33.88,1,,,,,,,,
1674,TWM Latham (NZ),9,242,69,26.88,0,,,,,,,,
1675,LS Livingstone (ENG),9,178,66*,29.66,0,5,2/30,25.00,0,5,0,4.66,2022
1676,GT Main (SCOT),9,69,64*,69.00,0,23,5/52,17.47,1,4,0,51.52,2022
1677,MP O'Dowd (NED),9,296,89,32.88,0,,,,,,,,
1678,JJ Roy (ENG),9,296,101*,42.28,1,,,,,,,,
1679,MJ Santner (NZ),9,130,30,32.50,0,11,3/71,33.45,0,4,0,-0.95,2022
1680,LV van Beek (NED),9,120,30*,15.00,0,8,2/49,57.75,0,5,0,-42.74,2022
1681,Vikramjit Singh (NED),9,292,65,32.44,0,,,,,,,,
1682,Aarif Sheikh (NEP),8,192,66,32.00,0,0,,,,,,,
1683,DS Airee (NEP),8,82,38,11.71,0,6,2/9,35.50,0,0,0,-23.78,2022
1684,FH Allen (NZ),8,308,96,38.50,0,,,,,,,,
1685,CJA Amini (PNG),8,225,60,28.12,0,6,3/32,42.50,0,3,0,-14.37,2022
1686,Ayaan Khan (OMA),8,222,68,37.00,0,5,2/22,34.80,0,2,0,2.20,2022
1687,S Bau (PNG),8,163,70,20.37,0,2,1/25,54.50,0,1,0,-34.12,2022
1688,Bilal Khan (OMA),8,2,1*,2.00,0,20,5/54,18.35,1,3,0,-16.34,2022
1689,DE Budge (SCOT),8,84,46*,14.00,0,0,,,,,,,
1690,MG Erasmus (NAM),8,364,87,45.50,0,10,3/31,21.50,0,5,0,24.00,2022
1691,B Evans (ZIM),8,81,33*,16.20,0,9,5/54,35.22,1,4,0,-19.02,2022
1692,Fayyaz Butt (OMA),8,38,13*,12.66,0,8,3/48,33.75,0,2,0,-21.08,2022
1693,JN Frylinck (NAM),8,121,60*,24.20,0,13,3/15,15.76,0,2,0,8.43,2022
1694,C Green (AUS),8,170,89*,85.00,0,11,5/33,16.81,1,4,0,68.18,2022
1695,Jatinder Singh (OMA),8,372,118*,53.14,1,,,,,,,,
1696,LM Jongwe (ZIM),8,76,24,10.85,0,5,2/33,48.60,0,0,0,-37.74,2022
1697,Kaleemullah (OMA),8,29,13,7.25,0,8,3/45,33.87,0,1,0,-26.62,2022
1698,D Khanal (NEP),8,181,54,22.62,0,0,,,,,,,
1699,Khawar Ali (OMA),8,131,57*,21.83,0,11,3/46,28.09,0,5,0,-6.25,2022
1700,M Labuschagne (AUS),8,173,52,21.62,0,2,2/19,65.00,0,1,0,-43.37,2022
1701,D la Cock (NAM),8,166,48,20.75,0,0,,,,,,,
1702,S Lamichhane (NEP),8,34,22,5.66,0,19,4/29,17.36,0,3,0,-11.70,2022
1703,JN Loftie-Eaton (NAM),8,197,60,32.83,0,4,2/12,24.75,0,5,0,8.08,2022
1704,L Louwrens (NAM),8,204,57,25.50,0,,,,,,,,
1705,SR Mukkamalla (USA),8,150,46,18.75,0,,,,,,,,
1706,AT Nidamanuru (NED),8,141,58*,20.14,0,0,,,,,,,
1707,VM Nyauchi (ZIM),8,36,26,7.20,0,5,1/15,52.00,0,2,0,-44.79,2022
1708,RK Paudel (NEP),8,185,62,30.83,0,,,,,,,,
1709,R Powell (WI),8,111,32,13.87,0,0,,,,,,,
1710,KH Prajapati (OMA),8,244,103,30.50,1,0,,,,,,,
1711,BM Scholtz (NAM),8,31,17*,15.50,0,17,5/22,10.23,1,2,0,5.26,2022
1712,R Shepherd (WI),8,133,39*,22.16,0,3,1/43,90.00,0,1,0,-67.83,2022
1713,L Siaka (PNG),8,145,38,18.12,0,,,,,,,,
1714,SPD Smith (AUS),8,344,105,57.33,1,,,,,,,,
1715,Sompal Kami (NEP),8,79,47,13.16,0,12,3/40,24.41,0,4,0,-11.24,2022
1716,CA Soper (PNG),8,108,21,15.42,0,9,2/27,36.33,0,3,0,-20.90,2022
1717,R Trumpelmann (NAM),8,67,19,11.16,0,10,3/41,22.60,0,3,0,-11.43,2022
1718,TP Ura (PNG),8,90,47,11.25,0,,,,,,,,
1719,A Vala (PNG),8,186,64,23.25,0,5,3/17,43.60,0,5,0,-20.34,2022
1720,N Vanua (PNG),8,144,38,18.00,0,10,3/47,30.80,0,2,0,-12.79,2022
1721,HR Walsh (WI),8,16,10,5.33,0,7,2/54,55.57,0,2,0,-50.23,2022
1722,DJ Willey (ENG),8,101,41,25.25,0,11,4/36,22.27,0,1,0,2.97,2022
1723,Aasif Sheikh (NEP),7,300,71,42.85,0,,,,,,,,
1724,Ahmed Raza (UAE),7,23,9,5.75,0,12,3/46,23.25,0,4,0,-17.49,2022
1725,V Aravind (UAE),7,313,102*,52.16,1,,,,,,,,
1726,SK Atai (PNG),7,36,11*,6.00,0,,,,,,,,
1727,Basil Hameed (UAE),7,114,34,19.00,0,9,2/42,24.55,0,4,0,-5.55,2022
1728,K Bhurtel (NEP),7,142,56,20.28,0,,,,,,,,
1729,Chirag Suri (UAE),7,196,69,28.00,0,,,,,,,,
1730,LH Ferguson (NZ),7,17,8,8.50,0,8,2/44,54.00,0,1,0,-45.49,2022
1731,JNT Seales (WI),7,16,16*,16.00,0,4,1/39,80.25,0,1,0,-64.24,2022
1732,SI Kamea (PNG),7,8,5*,2.66,0,9,3/36,34.11,0,0,0,-31.44,2022
1733,Karan KC (NEP),7,35,19,7.00,0,15,5/33,17.13,2,1,0,-10.13,2022
1734,JS Malhotra (USA),7,116,53,19.33,0,2,1/17,21.50,0,5,0,-2.16,2022
1735,DJ Mitchell (NZ),7,250,74*,41.66,0,1,1/6,13.00,0,3,0,28.66,2022
1736,Muhammad Waseem (UAE),7,85,36,12.14,0,0,,,,,,,
1737,R Ngarava (ZIM),7,71,34*,71.00,0,5,2/16,55.80,0,1,0,15.20,2022
1738,M Prasidh Krishna (IND),7,0,0,0.00,0,7,3/50,42.42,0,2,0,-42.42,2022
1739,CP Rizwan (UAE),7,261,67,43.50,0,1,1/19,19.00,0,1,0,24.50,2022
1740,RJW Topley (ENG),7,10,6*,5.00,0,13,6/24,16.38,1,0,0,-11.38,2022
1741,Zeeshan Maqsood (OMA),7,313,104*,52.16,1,10,4/39,22.70,0,6,0,29.46,2022
1742,Mohammad Aadil Alam (NEP),6,70,36,17.50,0,6,3/31,27.66,0,1,0,-10.16,2022
1743,Afif Hossain (BAN),6,135,85*,45.00,0,0,,,,,,,
1744,Ali Khan (USA),6,1,1,0.50,0,13,5/20,16.69,1,1,0,-16.19,2022
1745,Babar Azam (PAK),6,403,103,67.16,1,,,,,,,,
1746,JM Bairstow (ENG),6,136,63,27.20,0,,,,,,,,
1747,TA Boult (NZ),6,32,16,8.00,0,18,4/38,12.38,0,3,0,-4.38,2022
1748,BA Carse (ENG),6,34,15,11.33,0,6,2/49,41.00,0,1,0,-29.66,2022
1749,YS Chahal (IND),6,3,3,3.00,0,14,4/17,18.64,0,0,0,-15.64,2022
1750,DP Conway (NZ),6,138,56,23.00,0,,,,,,,,
1751,TLW Cooper (NED),6,266,66,44.33,0,1,1/25,66.00,0,3,0,-21.66,2022
1752,Fakhar Zaman (PAK),6,201,109,33.50,1,,,,,,,,
1753,H Hiri (PNG),6,84,29,16.80,0,0,,,,,,,
1754,DJ Hooda (IND),6,86,33,21.50,0,2,1/6,47.50,0,2,0,-25.99,2022
1755,Kashif Daud (UAE),6,52,24*,17.33,0,4,2/24,27.25,0,2,0,-9.91,2022
1756,Khushdil Shah (PAK),6,120,41*,30.00,0,0,,,,,,,
1757,VJ Kingma (NED),6,1,1*,1.00,0,6,2/15,39.50,0,3,0,-38.49,2022
1758,Mahmudullah (BAN),6,206,80*,103.00,0,0,,,,,,,
1759,T Marumani (ZIM),6,118,45,19.66,0,,,,,,,,
1760,Mehidy Hasan Miraz (BAN),6,45,16*,22.50,0,11,4/29,22.81,0,3,0,-0.31,2022
1761,Mohammad Nawaz (3) (PAK),6,50,27,12.50,0,11,4/19,23.09,0,3,0,-10.59,2022
1762,Mohammed Siraj (IND),6,2,1*,-,,,,,,,,,
1763,T Munyonga (ZIM),6,92,30*,18.40,0,0,,,,,,,
1764,A Neill (SCOT),6,22,14*,22.00,0,11,3/32,22.90,0,2,0,-0.90,2022
1765,AR Patel (IND),6,92,64*,46.00,0,8,3/24,24.37,0,2,0,21.62,2022
1766,GD Phillips (NZ),6,157,47,31.40,0,3,1/9,27.66,0,4,0,3.73,2022
1767,AU Rashid (ENG),6,12,12,6.00,0,7,3/29,39.71,0,4,0,-33.71,2022
1768,JE Root (ENG),6,98,86,19.60,0,0,,,,,,,
1769,SV Samson (IND),6,130,54,43.33,0,,,,,,,,
1770,Shoaib Khan (OMA),6,142,59,23.66,0,,,,,,,,
1771,Shubman Gill (IND),6,450,130,112.50,1,,,,,,,,
1772,JJ Smit (NAM),6,127,29*,25.40,0,0,,,,,,,
1773,CB Sole (SCOT),6,11,4,3.66,0,13,4/27,17.53,0,1,0,-13.87,2022
1774,MA Starc (AUS),6,41,38*,20.50,0,11,3/24,18.09,0,4,0,2.40,2022
1775,MP Stoinis (AUS),6,71,44,14.20,0,2,1/6,28.50,0,1,0,-14.29,2022
1776,Tamim Iqbal (BAN),6,248,62,49.60,0,,,,,,,,
1777,SA Yadav (IND),6,73,27,14.60,0,,,,,,,,
1778,A Zampa (AUS),6,30,16,30.00,0,13,5/35,18.15,1,4,0,11.84,2022
1779,KIC Asalanka (SL),5,187,110,46.75,1,0,,,,,,,
1780,TL Chivanga (ZIM),5,11,6*,5.50,0,3,1/38,65.66,0,1,0,-60.16,2022
1781,SM Curran (ENG),5,53,35,26.50,0,4,2/46,42.50,0,1,0,-15.99,2022
1782,MJ Henry (NZ),5,12,5,4.00,0,12,4/68,21.08,0,2,0,-17.08,2022
1783,Imam-ul-Haq (PAK),5,207,72,41.40,0,,,,,,,,
1784,T Kaitano (ZIM),5,39,19,7.80,0,,,,,,,,
1785,C Karunaratne (SL),5,107,75,26.75,0,5,3/47,29.40,0,0,0,-2.64,2022
1786,BKG Mendis (SL),5,249,87*,83.00,0,,,,,,,,
1787,Mohammad Nadeem (OMA),5,75,53*,25.00,0,0,,,,,,,
1788,Mohammad Rizwan (PAK),5,168,69*,42.00,0,,,,,,,,
1789,Mohammad Wasim (1) (PAK),5,34,17*,17.00,0,10,4/36,18.80,0,0,0,-1.79,2022
1790,Musa Ahmed (NED),5,94,42,18.80,0,,,,,,,,
1791,Mustafizur Rahman (BAN),5,0,0,0.00,0,8,4/17,18.00,0,0,0,-17.99,2022
1792,Naseem Khushi (OMA),5,49,29,9.80,0,,,,,,,,
1793,Najmul Hossain Shanto (BAN),5,96,38,19.20,0,,,,,,,,
1794,JDS Neesham (NZ),5,89,36,22.25,0,1,1/30,181.00,0,2,0,-158.74,2022
1795,P Nissanka (SL),5,222,137,44.40,1,,,,,,,,
1796,PD Salt (ENG),5,265,122,66.25,1,,,,,,,,
1797,Shadab Khan (PAK),5,162,86,54.00,0,8,4/62,28.37,0,2,0,25.62,2022
1798,MD Shanaka (SL),5,45,34,9.00,0,2,1/27,32.00,0,2,0,-22.99,2022
1799,TG Southee (NZ),5,26,12,8.66,0,9,4/22,22.66,0,1,0,-13.99,2022
1800,SN Thakur (IND),5,19,9,9.50,0,11,3/38,19.81,0,2,0,-10.31,2022
1801,M Theekshana (SL),5,13,11*,13.00,0,4,2/26,49.50,0,2,0,-36.49,2022
1802,J Theron (USA),5,3,3*,3.00,0,8,4/56,18.25,0,2,0,-15.24,2022
1803,DN Wellalage (SL),5,43,20,14.33,0,9,3/42,22.33,0,3,0,-7.99,2022
1804,SC Williams (ZIM),5,117,45,23.40,0,1,1/36,121.00,0,1,0,-97.59,2022
1805,SJ Baard (NAM),4,112,53,28.00,0,,,,,,,,
1806,PJ Cummins (AUS),4,39,35,13.00,0,8,4/35,17.75,0,2,0,-4.74,2022
1807,DM de Silva (SL),4,126,60,31.50,0,5,2/26,22.80,0,2,0,8.70,2022
1808,ZE Green (NAM),4,37,31*,18.50,0,,,,,,,,
1809,Haris Rauf (PAK),4,,,,,,,,,,,,
1810,JO Holder (WI),4,23,13*,11.50,0,7,3/24,20.42,0,1,0,-8.92,2022
1811,SS Iyer (IND),4,161,63,53.66,0,,,,,,,,
1812,RM Jariwala (USA),4,30,14,7.50,0,,,,,,,,
1813,Jasdeep Singh (USA),4,21,17,7.00,0,1,1/36,129.00,0,1,0,-121.99,2022
1814,MA Jones (SCOT),4,73,36,18.25,0,,,,,,,,
1815,Junaid Siddique (UAE),4,25,12*,25.00,0,4,2/53,41.50,0,1,0,-16.49,2022
1816,MP Kuhnemann (AUS),4,16,15,8.00,0,6,2/26,31.83,0,2,0,-23.83,2022
1817,Litton Das (BAN),4,164,81*,82.00,0,,,,,,,,
1818,T Lungameni (NAM),4,5,5*,-,,,,,,,,,
1819,MR Marsh (AUS),4,62,26,15.50,0,3,2/29,18.00,0,1,0,-2.49,2022
1820,Mohammad Haris (PAK),4,10,6,3.33,0,,,,,,,,
1821,G Motie (WI),4,15,7,5.00,0,8,4/23,16.75,0,1,0,-11.74,2022
1822,KMA Paul (WI),4,52,25*,17.33,0,2,2/57,48.00,0,1,0,-30.66,2022
1823,A Phillip (WI),4,22,21*,22.00,0,4,2/50,41.00,0,2,0,-18.99,2022
1824,TJG Pringle (NED),4,6,6,1.50,0,1,1/51,221.00,0,0,0,-219.49,2022
1825,Rohan Mustafa (UAE),4,67,65*,22.33,0,5,2/43,33.20,0,1,0,-10.86,2022
1826,PM Seelaar (NED),4,60,25,15.00,0,2,2/83,100.00,0,1,0,-84.99,2022
1827,A Sharafu (UAE),4,26,22,13.00,0,,,,,,,,
1828,Shoriful Islam (BAN),4,1,1,1.00,0,6,4/34,29.50,0,1,0,-28.49,2022
